AccountId,CustomerId,CreditScore,Balance,EstimatedSalary,Tenure
2622,15760102,551,.00,183479.13,5
2623,15787026,627,185267.45,77027.34,0
2624,15653696,515,.00,94141.75,9
2625,15788946,605,116805.82,4092.75,3
2626,15600724,567,129750.68,109257.59,5
2627,15574324,568,129177.01,104617.99,2
2628,15707144,571,82506.72,167705.06,6
2629,15775891,634,107247.69,103712.05,2
2630,15711789,768,.00,161242.98,3
2631,15600879,554,157780.94,6089.13,3
2632,15681196,629,172170.36,159777.38,1
2633,15716000,638,.00,7919.08,2
2634,15766776,576,.00,188274.59,1
2635,15680278,661,75361.44,27608.12,9
2636,15688637,592,.00,183569.25,4
2637,15591179,702,.00,145537.31,2
2638,15677435,647,98263.46,164717.95,0
2639,15698619,593,.00,76357.43,9
2640,15581036,712,109308.79,120158.72,3
2641,15622117,625,.00,151843.55,8
2642,15599301,538,164365.44,5698.97,6
2643,15581548,637,98800.00,122865.55,5
2644,15586870,632,193125.84,152665.84,4
2645,15735263,736,51522.75,192131.77,5
2646,15765322,755,84284.48,62851.60,5
2647,15582944,425,.00,140941.47,5
2648,15687162,461,119889.84,56767.67,9
2649,15644962,745,137910.45,177235.23,4
2650,15612615,616,.00,86242.18,6
2651,15813439,587,100116.82,34215.58,5
2652,15604544,850,166082.16,44406.17,4
2653,15761348,601,.00,165196.66,0
2654,15785078,730,.00,34542.41,3
2655,15759874,532,148595.55,74838.64,3
2656,15643658,850,94078.97,36980.54,2
2657,15713267,779,.00,111676.63,5
2658,15737782,562,.00,25858.68,9
2659,15815490,670,164948.98,177028.00,2
2660,15679410,729,140549.41,30990.16,4
2661,15756241,767,152509.25,136915.16,2
2662,15688409,742,191864.52,108457.99,2
2663,15742272,669,96418.09,131609.48,8
2664,15717898,542,131945.94,159737.56,2
2665,15769582,586,.00,142238.55,3
2666,15635660,612,142910.16,105890.55,9
2667,15576723,740,.00,194270.91,7
2668,15591577,584,146311.58,105443.47,3
2669,15582325,524,87894.26,173899.42,2
2670,15693947,614,97445.49,122823.34,5
2671,15760446,598,.00,13181.37,9
2672,15611105,799,.00,140780.80,7
2673,15630920,724,154485.73,78560.64,2
2674,15574910,601,115625.07,185855.20,2
2675,15756472,804,108396.67,128276.95,7
2676,15682890,745,65095.41,140197.42,5
2677,15641994,667,103018.45,32462.39,1
2678,15733297,518,84764.79,162253.91,10
2679,15767793,819,.00,30498.70,10
2680,15725698,520,115680.81,90280.70,4
2681,15813532,625,.00,32615.21,5
2682,15576760,673,73088.06,196142.27,5
2683,15732102,656,150905.03,16998.72,3
2684,15739046,850,143054.84,62980.96,9
2685,15631927,574,.00,185660.30,7
2686,15672115,679,.00,77331.77,6
2687,15618765,530,99948.45,97338.62,0
2688,15679148,508,115451.05,67234.33,3
2689,15728474,558,108235.91,143783.28,4
2690,15636999,414,.00,77661.12,8
2691,15754261,648,98795.61,89123.99,2
2692,15629150,721,.00,70810.80,1
2693,15736274,751,.00,17550.49,8
2694,15627697,662,.00,21497.27,2
2695,15721585,628,113146.98,124749.08,3
2696,15639946,597,162532.14,36051.46,8
2697,15792176,698,92053.44,143681.83,0
2698,15699450,723,.00,150694.58,7
2699,15729954,586,.00,170487.41,5
2700,15600103,633,104944.10,97684.46,8
2701,15786200,564,.00,53520.03,4
2702,15797010,649,.00,15200.61,2
2703,15670172,622,107879.04,196894.63,4
2704,15627352,459,110356.42,4969.13,7
2705,15622494,718,.00,26229.24,2
2706,15585835,655,109783.69,134034.31,4
2707,15595071,696,149777.00,198032.94,9
2708,15628203,637,104339.56,119882.86,3
2709,15667190,630,85818.18,133102.30,1
2710,15780212,592,212692.97,176395.02,4
2711,15766869,634,89696.84,193179.88,1
2712,15775741,608,.00,125062.02,9
2713,15628170,565,68067.24,143287.58,9
2714,15701318,763,148564.66,87236.40,9
2715,15710928,665,136354.16,93769.89,8
2716,15682547,649,122214.00,88965.46,1
2717,15631170,695,.00,30793.61,3
2718,15648702,775,119684.88,74532.02,6
2719,15783444,788,135139.33,113086.08,3
2720,15809178,569,146100.75,32574.01,9
2721,15806688,726,123110.90,130113.78,8
2722,15576824,564,111760.40,104722.47,3
2723,15675422,544,110728.39,14559.62,9
2724,15681550,614,121558.46,598.80,8
2725,15812628,453,120623.21,129697.99,8
2726,15597951,471,114713.57,36315.03,4
2727,15807045,829,103457.76,1114.12,3
2728,15581748,754,101134.87,70954.41,2
2729,15770420,749,78136.36,73470.98,10
2730,15608230,667,.00,91573.19,1
2731,15730339,670,133446.34,3154.95,3
2732,15712584,670,.00,88187.81,7
2733,15592816,623,108076.33,118855.26,1
2734,15641480,571,131354.25,125256.53,5
2735,15708505,641,62974.64,39016.43,7
2736,15791131,551,143340.44,145796.48,2
2737,15618225,741,116993.43,168816.22,8
2738,15644724,472,58662.92,73322.00,4
2739,15662098,650,128808.65,113677.53,3
2740,15723894,625,137555.44,124607.70,7
2741,15787699,650,142393.11,11276.48,4
2742,15687738,535,.00,136620.64,8
2743,15576126,649,125785.23,70523.92,2
2744,15658889,689,136444.25,51980.25,4
2745,15667046,694,121527.40,113481.02,7
2746,15669957,655,144696.75,49025.79,9
2747,15655794,620,.00,145937.98,8
2748,15599829,577,.00,25161.61,10
2749,15753332,401,128140.17,175753.55,8
2750,15671124,599,120383.41,24903.09,6
2751,15767474,481,.00,169719.34,9
2752,15720671,704,129735.30,179565.56,8
2753,15626787,698,185078.27,115337.74,8
2754,15774491,480,.00,48131.92,6
2755,15579647,682,.00,160828.98,0
2756,15625522,700,.00,145151.95,7
2757,15765806,492,144591.95,196293.77,1
2758,15566708,444,.00,161653.50,4
2759,15668347,624,.00,84635.64,6
2760,15575214,709,.00,159486.77,7
2761,15591123,557,100194.44,38596.34,2
2762,15573280,646,145295.31,27814.74,6
2763,15589018,719,106070.29,183893.31,3
2764,15654495,706,120621.89,140803.70,6
2765,15597265,660,.00,146585.53,7
2766,15733876,667,.00,40062.29,9
2767,15677217,705,.00,181300.31,1
2768,15747265,598,171283.91,84136.12,10
2769,15713379,669,.00,197594.34,4
2770,15730433,580,128218.47,125953.83,1
2771,15693347,676,.00,75465.41,5
2772,15715465,714,77776.39,177737.06,7
2773,15680736,597,124978.19,7144.46,6
2774,15610765,559,.00,155639.77,1
2775,15650034,564,.00,162428.05,1
2776,15782468,850,109799.55,12457.76,3
2777,15685109,689,.00,14917.09,7
2778,15776233,758,125397.21,182184.09,8
2779,15761141,604,.00,129984.20,10
2780,15781702,733,111347.37,194872.97,9
2781,15790235,778,104291.41,117507.11,8
2782,15641416,732,94867.18,157527.59,9
2783,15775234,646,.00,92612.88,8
2784,15659475,597,135703.59,74850.84,6
2785,15642202,821,106453.53,127413.00,5
2786,15771417,640,132412.38,69584.30,7
2787,15585100,511,124401.60,198814.23,9
2788,15700487,805,118022.06,162643.16,6
2789,15726589,540,82531.11,114092.52,1
2790,15747503,705,184552.13,68860.30,0
2791,15595883,540,127278.31,16150.34,4
2792,15663826,532,.00,115227.02,3
2793,15742820,535,.00,170621.55,2
2794,15624793,627,184244.86,103099.22,5
2795,15597930,646,59669.43,172495.81,8
2796,15665110,515,79543.59,38772.82,7
2797,15770719,697,151553.19,44946.29,6
2798,15731327,652,166527.88,146007.70,2
2799,15576044,579,150329.16,145558.42,6
2800,15775662,760,121911.59,193312.33,8
2801,15646817,769,156773.78,40257.79,9
2802,15596060,498,127864.26,46677.90,8
2803,15723299,774,113709.28,153887.94,4
2804,15636982,705,79974.55,103108.33,7
2805,15751175,648,.00,58652.23,2
2806,15618936,688,.00,91624.11,5
2807,15787529,592,.00,65986.48,0
2808,15780128,705,144427.95,113845.19,3
2809,15615991,654,99263.09,67607.90,7
2810,15757001,624,79368.87,145471.94,2
2811,15595388,594,.00,124071.71,10
2812,15699550,695,.00,67502.12,9
2813,15581620,597,.00,78707.97,2
2814,15600934,758,125095.94,171189.83,7
2815,15738672,737,162485.80,149381.31,2
2816,15721307,694,95668.82,100335.55,1
2817,15619280,683,.00,152698.23,4
2818,15768244,538,.00,41192.95,8
2819,15806837,669,.00,132540.33,4
2820,15643496,730,74197.38,96875.52,5
2821,15813916,622,89688.94,152305.47,1
2822,15626385,714,103121.33,49672.01,10
2823,15603582,569,.00,133997.53,3
2824,15764351,668,120170.07,50454.80,5
2825,15667938,628,149136.31,16402.11,9
2826,15576360,600,141136.80,67803.83,1
2827,15628813,693,152341.55,9241.78,4
2828,15584190,704,120026.98,100601.73,7
2829,15716449,527,132168.28,98734.15,9
2830,15759913,553,85200.82,160574.09,6
2831,15701555,575,84903.33,26015.80,1
2832,15758482,626,.00,187172.55,0
2833,15758171,582,.00,55763.66,4
2834,15680346,683,.00,75848.22,8
2835,15649124,850,121535.18,40313.47,9
2836,15812917,653,116662.96,23864.21,6
2837,15768455,679,.00,51380.90,8
2838,15703059,549,124829.16,93551.36,6
2839,15646196,850,155180.56,169415.55,2
2840,15585451,558,108262.87,6935.31,1
2841,15714057,528,.00,25399.70,4
2842,15748473,801,.00,66256.27,5
2843,15785782,513,.00,114709.13,2
2844,15693233,666,99812.88,158357.97,6
2845,15757521,606,132164.27,164815.59,2
2846,15812513,599,103583.05,132127.69,10
2847,15674950,544,142406.44,146637.45,4
2848,15678572,529,99842.50,90256.06,7
2849,15713608,850,.00,34827.43,5
2850,15579262,497,.00,22074.48,9
2851,15610426,764,81042.42,109805.17,5
2852,15776454,603,.00,100478.60,5
2853,15771483,609,.00,97416.34,6
2854,15648489,487,199689.48,24207.86,4
2855,15646609,748,142645.44,69132.66,1
2856,15693203,710,.00,9376.89,5
2857,15813067,432,110219.14,43046.70,3
2858,15769829,534,.00,20856.31,3
2859,15662434,607,.00,187048.72,3
2860,15773503,551,.00,53420.53,4
2861,15705890,674,142072.02,37013.29,7
2862,15711398,525,.00,89566.64,6
2863,15752375,645,149564.61,149913.84,8
2864,15659175,755,.00,18066.69,9
2865,15597033,708,153366.13,26912.34,8
2866,15590228,715,76467.16,173511.72,6
2867,15631848,727,121508.28,146785.44,9
2868,15654211,559,.00,1050.33,1
2869,15707968,545,73211.12,89587.34,8
2870,15594084,524,.00,74405.34,9
2871,15651093,707,.00,54409.48,1
2872,15798824,671,92674.94,3647.57,0
2873,15671591,439,96196.24,198874.52,3
2874,15707189,667,114391.62,53412.54,1
2875,15733581,831,80262.66,194867.78,9
2876,15641640,545,173331.52,150452.88,7
2877,15585284,604,147285.52,57807.05,7
2878,15617866,657,119785.47,107534.32,5
2879,15667751,487,140137.16,194073.33,1
2880,15669411,750,107467.56,126233.18,6
2881,15789425,694,98218.04,182354.45,8
2882,15570943,711,133607.75,120586.32,2
2883,15685829,551,.00,50578.40,3
2884,15721917,559,95139.41,86575.46,8
2885,15776047,620,.00,153392.28,3
2886,15716024,660,.00,115509.59,5
2887,15675328,449,.00,82176.48,6
2888,15604314,703,97331.19,63717.49,1
2889,15658339,795,139265.63,198745.94,2
2890,15630402,594,.00,5719.11,9
2891,15689616,586,168094.02,20058.61,5
2892,15774224,613,131563.88,170638.98,5
2893,15701291,601,.00,30607.11,3
2894,15719606,657,.00,37171.46,9
2895,15644119,531,.00,42589.33,3
2896,15646859,621,107363.29,66799.28,7
2897,15606836,782,94493.03,101866.39,2
2898,15664150,528,170214.23,49284.00,9
2899,15624510,696,139781.06,27445.40,6
2900,15810944,586,.00,70760.69,7
2901,15668575,626,148610.41,104502.02,8
2902,15603246,498,170241.70,165407.95,2
2903,15804002,691,128306.83,113580.79,1
2904,15728773,568,.00,45978.39,7
2905,15598044,715,.00,152012.36,3
2906,15694829,680,175454.00,77349.92,7
2907,15600575,802,.00,47322.05,6
2908,15727311,539,100885.93,38772.65,0
2909,15570769,494,93320.80,24489.44,9
2910,15606274,594,63176.44,14466.08,6
2911,15746139,596,139451.67,63142.12,2
2912,15704987,649,49113.75,41858.43,8
2913,15628972,699,123906.22,127443.82,1
2914,15697686,787,.00,84151.98,6
2915,15733883,604,.00,58595.64,7
2916,15617482,489,131441.52,37240.11,1
2917,15704583,651,.00,114522.68,2
2918,15621083,698,136325.48,72549.27,6
2919,15649487,578,113150.44,176712.59,4
2920,15736760,538,.00,152855.95,9
2921,15714658,696,.00,73371.65,4
2922,15599081,507,102785.16,70323.68,8
2923,15705113,685,83264.28,9663.28,6
2924,15631159,705,72252.64,142514.66,4
2925,15792818,499,148051.52,118623.94,6
2926,15633531,717,138489.66,68400.14,9
2927,15744529,510,.00,115291.86,8
2928,15669656,632,111589.33,170382.98,6
2929,15581198,668,122104.79,112946.67,0
2930,15729054,744,96106.83,79812.77,4
2931,15573452,663,115930.87,19862.78,7
2932,15776733,638,124513.66,158610.89,7
2933,15724858,688,.00,191212.63,9
2934,15713144,588,.00,61931.21,8
2935,15690188,631,.00,58043.02,7
2936,15689425,687,100988.39,22247.27,8
2937,15671766,599,118577.24,31448.52,10
2938,15782806,718,.00,146875.86,6
2939,15764419,730,.00,116081.93,5
2940,15591915,533,.00,73669.94,2
2941,15772798,711,.00,93959.96,5
2942,15792008,555,.00,158918.03,9
2943,15715541,850,113311.11,198193.75,9
2944,15639277,678,.00,13160.03,9
2945,15798850,576,.00,4660.91,7
2946,15776348,835,124365.42,180197.73,4
2947,15727696,592,147249.30,63023.02,1
2948,15793813,774,103688.19,118971.74,7
2949,15694395,620,138740.23,154700.61,1
2950,15764195,519,111900.14,97577.17,4
2951,15744919,734,152760.23,48990.50,0
2952,15671655,763,143966.30,140262.95,7
2953,15654901,733,141556.95,130189.53,10
2954,15649136,650,.00,16301.91,6
2955,15775562,538,.00,126962.41,5
2956,15807481,577,.00,158750.53,1
2957,15642885,792,.00,199644.20,8
2958,15789109,686,.00,144272.70,10
2959,15814004,589,.00,98320.27,2
2960,15673619,530,162560.31,64129.03,9
2961,15595135,778,123229.46,181221.09,7
2962,15583681,616,76665.71,163809.08,7
2963,15605000,550,140278.98,171457.06,9
2964,15718071,655,.00,15801.02,3
2965,15679760,721,115764.32,102950.79,1
2966,15654574,499,131142.53,174918.45,5
2967,15577178,511,68375.27,193160.25,5
2968,15595324,579,117833.30,5831.00,5
2969,15756932,696,.00,82298.59,7
2970,15726358,681,.00,130686.59,7
2971,15595228,815,.00,52885.23,7
2972,15782530,681,111093.01,68985.99,2
2973,15592877,641,132657.55,35367.19,9
2974,15651983,591,128882.49,196241.94,9
2975,15746737,565,69129.59,170705.53,9
2976,15774179,487,.00,126477.41,6
2977,15667265,729,121404.64,159618.17,4
2978,15655123,505,131355.30,195395.33,9
2979,15595917,580,102097.33,168285.84,1
2980,15668385,642,154863.16,138052.52,1
2981,15709476,850,99945.93,71179.31,3
2982,15711218,616,121704.32,55556.30,2
2983,15798659,526,.00,31705.19,3
2984,15663939,523,138782.77,186118.94,8
2985,15694946,663,.00,195580.28,9
2986,15631912,840,136291.70,54113.38,8
2987,15768816,570,107856.57,127528.84,0
2988,15682268,676,108348.66,60231.74,1
2989,15684801,689,93871.95,156878.42,1
2990,15636428,703,.00,182784.11,1
2991,15809823,491,125860.20,129690.50,2
2992,15699284,584,172713.44,113860.81,8
2993,15786993,810,.00,184524.73,5
2994,15709441,745,.00,36124.98,8
2995,15710257,625,130786.92,121316.07,3
2996,15582492,535,112367.34,185630.77,2
2997,15575694,729,91091.06,71133.12,7
2998,15756820,655,106198.50,32020.42,7
2999,15766289,751,142669.94,162760.95,5
3000,15593014,525,112833.35,175178.56,1
3001,15584545,532,.00,177099.70,5
3002,15675949,696,.00,66406.37,4
3003,15672091,786,104336.43,59559.81,2
3004,15801658,580,104305.74,175750.20,6
3005,15706185,596,140187.09,174311.30,5
3006,15789863,683,.00,171716.81,4
3007,15720943,747,114959.12,189362.39,1
3008,15697997,602,164704.38,180716.09,5
3009,15665416,779,119096.55,116977.89,10
3010,15660200,551,.00,185105.44,1
3011,15619653,666,.00,35046.97,2
3012,15773447,526,.00,36251.00,8
3013,15739160,849,115465.28,103174.50,9
3014,15689237,471,.00,122642.09,4
3015,15679297,628,184926.61,122937.57,3
3016,15591433,674,85957.88,8757.39,8
3017,15642725,797,114084.60,125782.29,10
3018,15701962,590,166930.77,122487.73,2
3019,15811613,588,.00,20066.38,8
3020,15741049,577,.00,55473.15,7
3021,15724423,571,107193.82,38962.94,6
3022,15574305,680,116275.12,63795.80,3
3023,15678168,648,.00,163060.44,7
3024,15697020,618,91068.56,26578.69,2
3025,15610801,648,123049.21,5066.76,5
3026,15745232,759,.00,140497.67,6
3027,15722758,585,.00,146156.98,7
3028,15792102,774,137781.66,199316.19,3
3029,15675185,697,108128.96,103944.37,2
3030,15801247,605,105317.73,138021.36,10
3031,15725660,676,80569.73,68621.98,1
3032,15638963,678,174852.89,28149.06,4
3033,15800061,495,89158.94,135169.77,3
3034,15578006,787,.00,116537.96,10
3035,15668504,770,89800.14,105922.69,2
3036,15687491,817,101207.75,88211.12,9
3037,15610403,659,106086.42,26900.63,1
3038,15741094,693,.00,3494.02,1
3039,15807909,744,.00,113163.17,9
3040,15666141,829,101440.36,19324.50,8
3041,15617134,716,.00,189678.70,4
3042,15783029,671,106603.74,26387.71,7
3043,15622833,835,130420.20,106276.55,10
3044,15746422,636,.00,45015.38,1
3045,15750839,649,45022.23,173495.77,2
3046,15749130,621,74298.43,52581.96,1
3047,15779862,658,133003.03,146339.27,3
3048,15767871,784,.00,182609.97,7
3049,15679651,783,136689.66,197890.66,1
3050,15576219,615,.00,6225.63,4
3051,15699247,791,.00,123977.86,5
3052,15619087,762,102520.37,170195.41,1
3053,15605327,607,.00,114190.30,2
3054,15610140,601,.00,27022.57,5
3055,15791174,540,88382.01,59457.00,1
3056,15602373,812,115049.15,165038.41,4
3057,15762605,685,104796.54,154181.41,1
3058,15598840,680,123082.08,134960.98,1
3059,15744279,680,.00,65708.50,8
3060,15670619,631,.00,117374.22,8
3061,15599533,569,.00,77703.19,7
3062,15757837,584,88311.48,177651.38,3
3063,15697574,582,.00,60954.45,9
3064,15578738,609,71872.19,151924.91,7
3065,15762228,506,110046.93,26318.73,6
3066,15614827,503,104430.08,147557.70,8
3067,15789815,503,.00,125918.17,5
3068,15579781,806,138653.52,190803.38,10
3069,15587013,653,102575.04,11043.54,7
3070,15570932,666,137780.73,119100.05,7
3071,15794661,674,.00,140579.17,2
3072,15581654,798,.00,37731.95,7
3073,15644296,740,105209.54,1852.58,8
3074,15614420,531,109570.21,172049.84,0
3075,15609653,614,118715.86,133591.11,6
3076,15594577,556,.00,192751.19,10
3077,15584114,678,153393.19,193828.27,2
3078,15673367,587,132603.36,55775.72,6
3079,15685576,527,.00,102280.29,6
3080,15774727,757,129398.01,44965.44,1
3081,15694288,468,.00,170661.02,3
3082,15603319,693,151352.73,197145.89,2
3083,15759066,483,136836.48,192359.91,5
3084,15814816,466,91592.06,141210.19,4
3085,15724402,770,.00,100557.03,8
3086,15571059,734,.00,130805.54,3
3087,15674206,716,.00,92606.98,8
3088,15715160,439,165536.28,123956.83,2
3089,15730448,538,62482.95,102758.43,5
3090,15662067,743,68155.59,94876.65,8
3091,15779581,734,55853.33,94811.85,3
3092,15662901,656,.00,67840.81,2
3093,15689751,666,79589.43,4050.57,2
3094,15667742,627,100880.76,134665.25,5
3095,15738448,480,174330.34,181647.13,3
3096,15680243,792,143390.52,33282.84,7
3097,15745083,613,91415.76,27965.00,8
3098,15708228,476,134366.42,68343.53,3
3099,15628523,539,.00,198161.06,3
3100,15708196,696,88786.81,196858.41,8
3101,15735549,810,96814.46,120511.03,3
3102,15809347,763,160680.41,30886.35,9
3103,15660866,640,.00,2743.69,3
3104,15766609,655,.00,167778.63,10
3105,15654230,526,145537.20,132404.64,5
3106,15794566,678,.00,144423.17,4
3107,15800890,554,.00,181204.50,6
3108,15697424,597,119370.11,182726.22,2
3109,15724536,560,.00,120880.72,1
3110,15735878,850,134381.52,26812.89,10
3111,15707596,546,114888.74,66732.63,8
3112,15657163,623,149332.48,100834.22,1
3113,15622478,698,105061.74,107815.31,7
3114,15779529,620,.00,34665.79,7
3115,15636023,619,.00,147093.84,10
3116,15582066,561,.00,36942.35,4
3117,15666675,753,155062.80,16460.77,7
3118,15732987,721,88798.34,45610.63,3
3119,15789432,451,.00,184954.11,6
3120,15663161,680,143139.88,47795.43,5
3121,15694879,590,.00,196789.91,7
3122,15593715,634,107027.52,173425.69,3
3123,15575002,676,140720.94,36221.18,4
3124,15622171,642,80964.57,174738.20,8
3125,15795224,760,178585.45,67131.30,6
3126,15685346,736,135889.13,165692.03,4
3127,15691808,656,134919.84,194691.95,7
3128,15721007,776,115130.34,129525.50,8
3129,15794253,832,138190.13,146511.20,6
3130,15694453,631,131519.48,51752.18,9
3131,15813113,795,.00,35418.69,5
3132,15614187,648,126935.98,57995.74,3
3133,15619407,615,133707.09,108152.75,4
3134,15646227,682,97893.20,166144.98,1
3135,15660541,694,127900.03,101737.80,5
3136,15753874,694,143835.47,33326.71,10
3137,15617877,607,.00,81140.09,0
3138,15772073,664,.00,140173.17,10
3139,15701537,756,.00,166513.48,2
3140,15736228,645,129596.77,103232.60,3
3141,15780572,653,.00,120736.04,4
3142,15769596,710,110407.44,15832.43,2
3143,15586996,697,.00,188772.45,7
3144,15722061,619,142015.77,114323.66,8
3145,15638003,648,81370.07,181534.05,1
3146,15775590,482,69329.47,102640.52,2
3147,15730688,548,116755.50,158585.17,8
3148,15753102,752,83870.33,178722.23,6
3149,15810075,648,130694.89,153955.38,6
3150,15723373,643,117451.47,65374.86,8
3151,15795298,573,206868.78,102986.15,9
3152,15584320,686,111695.62,136643.84,3
3153,15724161,644,137285.27,77063.63,9
3154,15750056,702,149218.39,9633.01,6
3155,15609637,652,.00,43496.36,7
3156,15794493,641,.00,24267.28,7
3157,15569641,692,130701.29,59354.24,8
3158,15815236,574,.00,28269.86,5
3159,15811177,643,167949.48,143162.34,3
3160,15680587,834,131254.81,20199.30,4
3161,15672821,591,.00,48606.92,5
3162,15767681,470,.00,89013.67,9
3163,15600379,608,86656.13,59890.29,7
3164,15801336,649,114737.26,106655.88,8
3165,15721592,665,.00,156439.56,5
3166,15581282,651,.00,24176.44,6
3167,15746203,555,119817.33,43507.10,4
3168,15583137,637,130806.99,132005.84,7
3169,15680752,675,.00,80496.71,0
3170,15688172,677,.00,88947.56,5
3171,15791373,850,80931.75,12639.67,2
3172,15589449,815,.00,94248.16,3
3173,15692819,665,132178.67,11865.76,1
3174,15727467,485,.00,141449.86,3
3175,15734312,577,.00,149457.81,6
3176,15764604,586,164769.02,119814.25,7
3177,15613014,722,107233.85,24924.92,1
3178,15759684,528,176227.06,139481.53,7
3179,15609669,542,109949.39,41268.65,4
3180,15685536,552,.00,1351.41,5
3181,15750447,678,117738.81,147489.77,10
3182,15663249,575,133292.45,111175.09,9
3183,15638646,669,160474.59,95963.14,1
3184,15734161,636,.00,43128.95,6
3185,15631070,667,154393.44,137674.95,9
3186,15761950,652,110827.49,153383.55,9
3187,15649668,637,145750.45,96660.76,10
3188,15713912,516,109044.30,115818.16,8
3189,15586757,801,75170.54,37898.50,4
3190,15596522,692,.00,145222.94,2
3191,15625395,585,105795.90,41219.09,6
3192,15760570,590,.00,59249.83,5
3193,15566689,554,.00,116747.62,8
3194,15725794,659,.00,116249.72,1
3195,15673539,690,118097.87,61257.83,3
3196,15705298,697,172693.55,141798.98,0
3197,15675791,610,129440.30,102638.35,4
3198,15747043,599,.00,13210.56,4
3199,15736397,544,96471.20,35550.97,1
3200,15678201,548,.00,104469.06,1
3201,15720745,635,140197.19,142935.83,4
3202,15637593,722,.00,195486.28,6
3203,15598070,564,135946.27,63170.00,4
3204,15787550,719,.00,58320.06,3
3205,15603942,547,81290.02,177747.03,3
3206,15733973,850,.00,19632.64,8
3207,15596761,515,113715.36,18424.24,9
3208,15652400,667,168883.08,18897.78,2
3209,15717893,607,143421.73,97879.02,8
3210,15622585,525,153644.39,63197.88,7
3211,15733964,606,109330.06,75860.01,1
3212,15753861,686,115095.88,78622.46,1
3213,15747097,611,.00,23598.23,10
3214,15594762,827,183276.31,13460.27,1
3215,15667417,572,68193.72,19998.31,9
3216,15684861,726,.00,185075.63,8
3217,15742204,579,139729.55,135815.38,6
3218,15623502,598,98365.33,44251.33,4
3219,15774872,663,.00,136349.55,10
3220,15611191,505,122453.97,52693.99,10
3221,15674331,576,132174.41,93767.03,7
3222,15619465,555,.00,197866.55,2
3223,15575247,524,.00,126812.85,1
3224,15695679,776,104349.45,79503.05,2
3225,15713463,645,138881.05,129936.53,2
3226,15785170,850,116968.91,175094.63,0
3227,15796351,603,105346.03,130379.50,1
3228,15639576,691,136623.19,153228.00,9
3229,15693264,583,.00,111285.85,10
3230,15589715,584,.00,49553.38,5
3231,15769902,679,.00,98015.85,6
3232,15587177,646,124445.52,88481.32,6
3233,15814553,559,68999.66,66879.27,5
3234,15601550,595,85768.42,24802.77,6
3235,15664907,527,.00,21312.16,1
3236,15612465,684,100628.00,190263.78,9
3237,15810800,673,.00,72873.33,0
3238,15665760,802,.00,57764.65,7
3239,15588080,675,.00,110273.84,6
3240,15776844,762,.00,55500.17,6
3241,15717560,580,125647.36,57541.08,0
3242,15629739,621,100375.39,90384.26,8
3243,15729908,411,.00,120694.35,10
3244,15716781,815,171922.72,178028.95,7
3245,15646936,631,146810.98,180990.30,2
3246,15768151,514,109032.23,155407.20,3
3247,15579212,638,.00,33676.48,6
3248,15721835,791,.00,89666.28,7
3249,15800515,516,128653.59,127558.26,5
3250,15591279,734,80387.81,77272.62,3
3251,15587419,611,.00,107665.68,8
3252,15750335,850,108508.82,184044.80,0
3253,15699619,641,155978.17,91510.71,10
3254,15606472,585,.00,87363.56,5
3255,15778368,552,121175.56,117505.07,4
3256,15671387,507,89349.47,180626.69,4
3257,15573926,735,86131.71,93478.96,7
3258,15709183,707,102346.86,114672.64,3
3259,15577514,698,121263.62,13387.88,7
3260,15778830,841,.00,173240.52,2
3261,15768072,688,.00,27557.18,2
3262,15768293,614,.00,5552.37,3
3263,15654456,511,149726.08,88307.87,6
3264,15807525,447,.00,33879.26,2
3265,15574372,738,161274.05,181429.88,5
3266,15671249,422,.00,102655.31,2
3267,15779744,537,103138.17,96555.42,1
3268,15624755,707,109628.44,189366.03,3
3269,15611430,690,.00,12847.61,5
3270,15774744,664,97286.16,143433.33,7
3271,15629885,850,118004.26,183983.81,7
3272,15708791,584,85534.83,169137.23,9
3273,15793890,728,.00,163365.84,4
3274,15646091,560,95140.44,123181.44,4
3275,15596984,629,.00,16447.60,6
3276,15800215,658,.00,173948.41,3
3277,15577806,794,75900.84,192154.66,1
3278,15749381,790,126619.27,198224.38,2
3279,15683758,640,111833.47,67202.74,7
3280,15670615,652,.00,68789.93,7
3281,15715622,583,238387.56,147964.98,3
3282,15707634,775,108698.96,161069.73,2
3283,15806901,584,112687.69,127749.61,2
3284,15775335,635,81556.89,191914.38,4
3285,15724150,814,136596.84,185791.91,9
3286,15627220,735,98807.45,184570.05,9
3287,15672330,678,.00,130446.65,1
3288,15668521,693,.00,82867.55,1
3289,15807837,640,107499.70,187632.22,6
3290,15592570,773,.00,56759.79,8
3291,15748589,736,.00,34180.33,9
3292,15635893,693,.00,158545.25,8
3293,15757632,496,176024.05,182337.98,1
3294,15691863,751,.00,84175.34,3
3295,15706071,528,127631.62,22197.80,0
3296,15654296,754,.00,189641.11,9
3297,15755018,568,109819.16,154491.39,10
3298,15594041,592,138734.94,90020.74,2
3299,15670587,558,111363.10,197264.34,10
3300,15724527,825,.00,31933.06,9
3301,15801904,677,143988.00,8755.69,0
3302,15658195,653,118838.75,52820.13,5
3303,15630113,593,161637.75,20008.46,4
3304,15784320,632,133793.89,34607.14,3
3305,15676513,601,71553.83,177384.45,8
3306,15574072,786,.00,165702.64,8
3307,15633854,654,.00,167889.09,3
3308,15618566,572,.00,133122.63,7
3309,15733014,813,64667.95,140454.14,10
