CardId,CustomerId,HasCrCard,Card_Type,Point_Earned
2052,15792222,0,PLATINUM,275
2053,15644765,0,PLATINUM,915
2054,15610686,0,SILVER,965
2055,15730868,1,DIAMOND,339
2056,15705991,0,DIAMOND,880
2057,15577078,1,SILVER,219
2058,15679550,1,DIAMOND,364
2059,15787655,1,GOLD,791
2060,15668081,1,GOLD,232
2061,15747980,1,PLATINUM,703
2062,15710295,1,GOLD,263
2063,15724443,0,PLATINUM,712
2064,15571305,1,DIAMOND,697
2065,15569503,1,SILVER,877
2066,15581840,1,PLATINUM,331
2067,15772262,1,DIAMOND,233
2068,15767794,1,GOLD,332
2069,15629338,1,PLATINUM,953
2070,15790379,1,GOLD,756
2071,15750684,1,PLATINUM,570
2072,15697214,1,GOLD,966
2073,15711015,1,GOLD,739
2074,15573309,1,DIAMOND,682
2075,15805303,1,DIAMOND,362
2076,15741385,1,GOLD,965
2077,15780254,0,DIAMOND,720
2078,15744843,0,GOLD,697
2079,15815626,1,SILVER,384
2080,15784736,1,SILVER,942
2081,15813412,1,GOLD,712
2082,15809143,1,DIAMOND,655
2083,15617617,1,GOLD,363
2084,15779738,1,GOLD,867
2085,15668669,1,SILVER,936
2086,15687477,1,GOLD,817
2087,15578908,1,PLATINUM,823
2088,15687658,1,PLATINUM,450
2089,15615020,0,PLATINUM,406
2090,15608886,0,DIAMOND,999
2091,15602551,1,PLATINUM,535
2092,15672945,1,PLATINUM,687
2093,15757408,0,SILVER,336
2094,15806132,1,DIAMOND,537
2095,15813022,0,PLATINUM,982
2096,15673578,1,DIAMOND,559
2097,15757916,1,PLATINUM,700
2098,15689168,0,SILVER,556
2099,15769216,1,PLATINUM,732
2100,15593295,1,PLATINUM,816
2101,15804814,1,SILVER,685
2102,15778934,0,DIAMOND,401
2103,15802351,1,DIAMOND,578
2104,15630241,1,SILVER,968
2105,15719561,0,DIAMOND,265
2106,15615096,1,SILVER,783
2107,15659931,1,DIAMOND,525
2108,15714586,0,GOLD,324
2109,15634949,1,PLATINUM,264
2110,15589224,0,SILVER,906
2111,15795990,1,DIAMOND,310
2112,15603216,1,SILVER,905
2113,15631201,1,DIAMOND,633
2114,15686255,0,PLATINUM,280
2115,15746594,1,DIAMOND,741
2116,15718893,1,PLATINUM,353
2117,15671609,1,SILVER,482
2118,15652540,0,DIAMOND,791
2119,15774857,1,PLATINUM,299
2120,15791836,1,PLATINUM,242
2121,15651554,1,SILVER,534
2122,15583576,0,PLATINUM,743
2123,15732740,0,GOLD,656
2124,15723320,1,SILVER,652
2125,15603851,0,PLATINUM,981
2126,15777923,0,DIAMOND,686
2127,15735719,1,SILVER,581
2128,15703482,1,GOLD,257
2129,15605835,0,PLATINUM,785
2130,15664881,1,PLATINUM,907
2131,15757568,1,GOLD,701
2132,15792660,1,DIAMOND,762
2133,15599722,1,PLATINUM,529
2134,15726354,1,GOLD,499
2135,15610355,1,GOLD,658
2136,15704284,1,SILVER,888
2137,15621893,1,PLATINUM,864
2138,15588219,1,SILVER,527
2139,15688619,1,SILVER,372
2140,15765518,1,SILVER,848
2141,15616931,1,DIAMOND,285
2142,15758372,1,DIAMOND,603
2143,15782591,1,SILVER,828
2144,15612109,1,SILVER,586
2145,15613712,1,SILVER,522
2146,15639322,1,DIAMOND,836
2147,15594349,0,DIAMOND,852
2148,15574167,1,PLATINUM,770
2149,15811842,1,DIAMOND,776
2150,15648794,1,GOLD,611
2151,15771211,0,DIAMOND,628
2152,15588614,1,DIAMOND,647
2153,15630698,0,GOLD,765
2154,15694200,0,SILVER,447
2155,15721426,0,DIAMOND,591
2156,15725997,1,DIAMOND,659
2157,15762138,1,DIAMOND,403
2158,15750649,1,PLATINUM,862
2159,15685706,1,PLATINUM,253
2160,15641835,0,SILVER,580
2161,15586821,0,GOLD,351
2162,15569678,1,GOLD,296
2163,15793842,1,DIAMOND,479
2164,15667554,1,SILVER,241
2165,15794479,1,GOLD,383
2166,15585041,0,PLATINUM,413
2167,15780650,1,GOLD,879
2168,15780846,0,GOLD,251
2169,15805260,1,PLATINUM,613
2170,15621629,1,PLATINUM,368
2171,15662151,0,SILVER,544
2172,15747174,1,DIAMOND,889
2173,15651585,1,DIAMOND,821
2174,15649738,1,DIAMOND,613
2175,15633108,1,DIAMOND,915
2176,15769254,0,PLATINUM,903
2177,15704746,1,GOLD,936
2178,15637644,0,DIAMOND,560
2179,15609562,1,SILVER,239
2180,15787459,0,SILVER,645
2181,15762902,0,GOLD,295
2182,15738605,1,PLATINUM,751
2183,15724889,0,GOLD,309
2184,15730735,1,SILVER,570
2185,15689147,1,PLATINUM,247
2186,15730397,1,PLATINUM,523
2187,15762169,1,SILVER,545
2188,15589320,1,PLATINUM,403
2189,15799211,1,GOLD,681
2190,15798310,1,GOLD,592
2191,15609998,1,PLATINUM,839
2192,15583548,1,PLATINUM,375
2193,15761763,1,GOLD,588
2194,15764409,1,GOLD,656
2195,15710161,1,SILVER,589
2196,15735246,0,DIAMOND,400
2197,15791700,1,PLATINUM,668
2198,15670753,1,SILVER,668
2199,15573876,1,SILVER,304
2200,15770174,1,DIAMOND,635
2201,15641114,1,PLATINUM,902
2202,15682435,1,GOLD,797
2203,15751788,1,GOLD,962
2204,15672598,1,SILVER,515
2205,15762803,1,PLATINUM,299
2206,15812982,0,GOLD,450
2207,15597901,1,PLATINUM,226
2208,15731507,0,PLATINUM,516
2209,15809826,1,PLATINUM,469
2210,15764237,0,PLATINUM,868
2211,15769917,0,DIAMOND,520
2212,15641850,1,GOLD,817
2213,15770974,0,SILVER,947
2214,15803749,1,GOLD,326
2215,15684999,0,DIAMOND,604
2216,15770225,1,SILVER,293
2217,15627484,1,PLATINUM,666
2218,15610337,1,DIAMOND,411
2219,15752488,1,PLATINUM,239
2220,15610056,0,PLATINUM,305
2221,15806049,1,DIAMOND,455
2222,15736069,1,SILVER,704
2223,15763662,1,DIAMOND,258
2224,15615575,1,DIAMOND,523
2225,15691723,1,DIAMOND,932
2226,15774098,0,DIAMOND,805
2227,15750808,1,GOLD,242
2228,15744368,1,DIAMOND,808
2229,15610594,1,GOLD,910
2230,15756125,1,DIAMOND,293
2231,15623277,1,SILVER,890
2232,15795954,1,PLATINUM,950
2233,15671969,1,GOLD,354
2234,15791268,0,PLATINUM,652
2235,15713655,1,GOLD,966
2236,15633930,1,SILVER,320
2237,15712849,0,PLATINUM,324
2238,15639077,1,DIAMOND,981
2239,15808784,1,PLATINUM,560
2240,15648577,1,SILVER,808
2241,15670345,0,SILVER,457
2242,15633112,1,PLATINUM,219
2243,15714397,1,SILVER,730
2244,15780038,1,DIAMOND,257
2245,15756305,1,PLATINUM,282
2246,15578799,1,SILVER,428
2247,15800326,1,DIAMOND,988
2248,15785485,0,SILVER,530
2249,15783958,0,PLATINUM,319
2250,15727546,1,DIAMOND,749
2251,15739576,1,PLATINUM,354
2252,15631333,1,DIAMOND,236
2253,15604782,0,DIAMOND,356
2254,15589643,1,SILVER,795
2255,15585533,0,PLATINUM,982
2256,15681506,1,DIAMOND,303
2257,15630551,1,DIAMOND,514
2258,15698349,1,GOLD,624
2259,15776631,0,PLATINUM,513
2260,15762216,1,DIAMOND,223
2261,15623927,1,DIAMOND,610
2262,15681402,1,PLATINUM,366
2263,15586264,1,DIAMOND,474
2264,15594685,0,PLATINUM,265
2265,15812945,1,DIAMOND,572
2266,15734628,1,DIAMOND,311
2267,15629323,1,SILVER,984
2268,15666823,1,SILVER,261
2269,15777553,1,GOLD,928
2270,15613097,0,DIAMOND,550
2271,15622217,0,DIAMOND,911
2272,15703588,1,SILVER,862
2273,15570835,1,DIAMOND,562
2274,15679299,0,GOLD,535
2275,15808044,1,GOLD,950
2276,15579208,1,PLATINUM,730
2277,15684951,1,DIAMOND,442
2278,15667620,1,PLATINUM,767
2279,15582960,0,PLATINUM,299
2280,15590730,1,SILVER,848
2281,15763747,1,GOLD,875
2282,15778320,0,SILVER,616
2283,15642787,0,GOLD,444
2284,15624633,1,SILVER,811
2285,15766765,1,SILVER,466
2286,15783615,1,GOLD,712
2287,15640161,0,GOLD,668
2288,15619889,1,SILVER,727
2289,15579166,1,DIAMOND,962
2290,15789097,0,DIAMOND,930
2291,15674880,1,GOLD,893
2292,15778157,1,GOLD,698
2293,15779064,1,PLATINUM,737
2294,15801265,1,SILVER,709
2295,15589204,1,GOLD,597
2296,15664543,0,DIAMOND,497
2297,15582714,0,GOLD,634
2298,15797595,1,DIAMOND,295
2299,15614034,1,DIAMOND,702
2300,15763171,1,DIAMOND,876
2301,15647266,1,GOLD,500
2302,15757577,1,DIAMOND,762
2303,15736656,0,PLATINUM,886
2304,15635078,0,PLATINUM,952
2305,15680141,1,SILVER,312
2306,15576945,1,GOLD,352
2307,15602034,1,PLATINUM,809
2308,15732020,0,DIAMOND,913
2309,15611029,1,GOLD,935
2310,15621210,1,DIAMOND,726
2311,15569222,1,PLATINUM,740
2312,15664639,0,GOLD,796
2313,15724223,0,DIAMOND,524
2314,15644621,1,PLATINUM,701
2315,15756056,1,DIAMOND,276
2316,15700353,1,PLATINUM,526
2317,15624388,1,DIAMOND,312
2318,15627212,1,SILVER,882
2319,15648005,1,SILVER,609
2320,15681446,1,SILVER,638
2321,15775888,1,GOLD,891
2322,15749019,1,GOLD,577
2323,15709928,1,SILVER,684
2324,15784676,1,PLATINUM,837
2325,15748116,1,SILVER,394
2326,15612193,1,PLATINUM,931
2327,15762984,0,DIAMOND,878
2328,15613713,1,PLATINUM,528
2329,15664204,1,SILVER,868
2330,15639415,1,GOLD,801
2331,15806332,1,SILVER,740
2332,15614929,1,PLATINUM,371
2333,15695492,1,GOLD,939
2334,15635972,1,PLATINUM,512
2335,15616380,0,SILVER,663
2336,15581440,1,PLATINUM,356
2337,15654390,1,GOLD,762
2338,15660688,0,DIAMOND,303
2339,15806307,1,SILVER,847
2340,15647975,0,SILVER,637
2341,15595728,0,SILVER,844
2342,15735388,1,PLATINUM,433
2343,15788535,1,SILVER,569
2344,15765902,1,DIAMOND,826
2345,15642345,1,PLATINUM,381
2346,15641250,1,PLATINUM,814
2347,15706163,0,SILVER,734
2348,15746708,1,PLATINUM,248
2349,15775203,0,DIAMOND,907
2350,15787907,1,PLATINUM,512
2351,15646764,1,PLATINUM,452
2352,15678284,1,SILVER,515
2353,15726791,1,DIAMOND,546
2354,15813144,1,SILVER,675
2355,15669342,1,PLATINUM,561
2356,15710366,1,PLATINUM,748
2357,15614934,1,SILVER,251
2358,15588701,1,SILVER,305
2359,15665438,0,PLATINUM,952
2360,15644896,1,PLATINUM,723
2361,15670205,1,PLATINUM,911
2362,15635776,1,DIAMOND,546
2363,15791053,1,GOLD,254
2364,15644005,0,PLATINUM,702
2365,15796343,0,PLATINUM,585
2366,15751057,0,PLATINUM,763
2367,15623430,1,GOLD,239
2368,15682600,1,PLATINUM,637
2369,15769312,1,PLATINUM,933
2370,15708212,1,DIAMOND,884
2371,15650258,1,GOLD,889
2372,15604345,1,SILVER,447
2373,15578297,1,GOLD,316
2374,15671789,1,SILVER,499
2375,15726186,1,PLATINUM,293
2376,15764618,1,DIAMOND,818
2377,15730738,1,SILVER,400
2378,15637650,0,GOLD,291
2379,15606267,1,SILVER,304
2380,15625904,0,PLATINUM,316
2381,15654463,1,DIAMOND,572
2382,15774151,0,GOLD,451
2383,15693259,1,GOLD,523
2384,15642468,0,PLATINUM,222
2385,15758531,1,DIAMOND,938
2386,15728352,0,GOLD,408
2387,15637240,1,GOLD,690
2388,15595588,0,GOLD,545
2389,15778395,1,SILVER,448
2390,15711825,1,SILVER,227
2391,15599251,1,GOLD,879
2392,15570004,1,SILVER,777
2393,15656912,1,PLATINUM,782
2394,15657342,1,SILVER,823
2395,15716284,1,SILVER,380
2396,15672374,0,SILVER,555
2397,15732476,0,PLATINUM,339
2398,15747724,1,SILVER,991
2399,15633877,1,SILVER,734
2400,15672516,1,PLATINUM,935
2401,15607827,1,DIAMOND,267
2402,15751336,0,PLATINUM,274
2403,15646539,1,DIAMOND,247
2404,15756901,0,PLATINUM,712
2405,15809286,0,DIAMOND,647
2406,15759021,1,PLATINUM,980
2407,15725039,1,GOLD,225
2408,15579130,1,PLATINUM,904
2409,15754112,1,SILVER,581
2410,15735522,0,SILVER,458
2411,15613326,1,DIAMOND,776
2412,15739502,1,DIAMOND,803
2413,15670914,1,GOLD,357
2414,15604073,1,DIAMOND,784
2415,15806027,1,DIAMOND,570
2416,15574886,1,DIAMOND,904
2417,15707120,1,PLATINUM,935
2418,15800845,1,PLATINUM,473
2419,15603914,1,PLATINUM,438
2420,15722765,0,GOLD,419
2421,15783305,1,SILVER,442
2422,15574842,1,GOLD,630
2423,15607837,1,DIAMOND,425
2424,15714877,1,SILVER,934
2425,15782941,1,PLATINUM,629
2426,15630167,1,SILVER,254
2427,15759038,1,GOLD,447
2428,15661821,1,DIAMOND,863
2429,15728006,1,GOLD,626
2430,15712176,1,SILVER,834
2431,15689351,0,DIAMOND,334
2432,15782247,1,PLATINUM,530
2433,15769064,1,PLATINUM,746
2434,15718153,1,DIAMOND,793
2435,15613189,1,PLATINUM,946
2436,15661734,1,SILVER,246
2437,15592645,0,SILVER,439
2438,15768387,0,GOLD,927
2439,15792525,1,GOLD,657
2440,15586976,1,GOLD,420
2441,15790659,0,SILVER,387
2442,15691446,1,DIAMOND,439
2443,15772632,1,DIAMOND,579
2444,15706587,0,DIAMOND,615
2445,15572461,0,PLATINUM,368
2446,15654409,1,SILVER,310
2447,15568025,1,PLATINUM,688
2448,15715769,0,SILVER,459
2449,15667458,1,SILVER,508
2450,15567980,0,DIAMOND,649
2451,15679294,1,GOLD,276
2452,15606507,1,PLATINUM,747
2453,15578825,1,GOLD,965
2454,15619935,1,DIAMOND,841
2455,15636089,0,DIAMOND,957
2456,15727490,0,DIAMOND,308
2457,15591766,0,DIAMOND,551
2458,15641629,0,PLATINUM,818
2459,15813303,1,PLATINUM,627
2460,15756920,0,GOLD,615
2461,15726403,1,PLATINUM,694
2462,15592765,1,PLATINUM,658
2463,15704442,1,DIAMOND,232
2464,15641136,0,SILVER,627
2465,15725818,1,GOLD,304
2466,15612071,0,GOLD,816
2467,15719809,0,DIAMOND,528
2468,15716518,0,PLATINUM,342
2469,15742210,1,PLATINUM,419
2470,15630617,1,PLATINUM,357
2471,15720838,0,GOLD,964
2472,15595537,1,SILVER,398
2473,15623196,1,SILVER,816
2474,15679249,1,SILVER,453
2475,15693199,1,GOLD,829
2476,15661219,1,DIAMOND,534
2477,15617136,1,GOLD,628
2478,15760294,1,SILVER,358
2479,15652808,1,SILVER,795
2480,15657139,0,SILVER,306
2481,15803790,1,DIAMOND,799
2482,15764105,1,GOLD,372
2483,15672610,0,PLATINUM,892
2484,15766896,1,SILVER,809
2485,15587735,1,DIAMOND,883
2486,15659501,0,DIAMOND,351
2487,15745001,1,GOLD,381
2488,15651140,1,SILVER,373
2489,15571148,0,GOLD,469
2490,15776824,1,DIAMOND,892
2491,15633141,1,PLATINUM,720
2492,15764174,1,GOLD,516
2493,15778155,1,SILVER,560
2494,15715920,1,PLATINUM,565
2495,15671917,1,PLATINUM,742
2496,15666548,1,SILVER,586
2497,15625623,0,GOLD,525
2498,15748123,1,GOLD,817
2499,15648735,1,GOLD,720
2500,15634974,0,GOLD,516
2501,15713378,0,DIAMOND,784
2502,15753370,1,SILVER,490
2503,15782659,1,SILVER,987
2504,15583364,0,GOLD,988
2505,15625942,0,SILVER,315
2506,15720284,0,PLATINUM,476
2507,15679642,1,DIAMOND,544
2508,15628007,0,PLATINUM,572
2509,15661974,1,GOLD,870
2510,15689341,1,GOLD,889
2511,15607993,1,PLATINUM,629
2512,15693267,1,GOLD,564
2513,15769522,1,DIAMOND,697
2514,15755825,1,SILVER,888
2515,15598175,1,GOLD,949
2516,15744327,1,GOLD,344
2517,15798666,1,SILVER,780
2518,15577064,1,PLATINUM,757
2519,15759436,1,PLATINUM,525
2520,15690231,1,PLATINUM,739
2521,15751561,1,DIAMOND,727
2522,15739068,1,SILVER,537
2523,15758056,0,DIAMOND,875
2524,15742269,1,DIAMOND,896
2525,15726490,1,GOLD,741
2526,15738411,0,DIAMOND,244
2527,15727919,0,GOLD,328
2528,15709396,1,SILVER,361
2529,15654106,0,SILVER,683
2530,15621653,1,GOLD,660
2531,15598086,1,DIAMOND,553
2532,15752300,1,GOLD,837
2533,15658693,0,DIAMOND,750
2534,15631838,0,DIAMOND,386
2535,15803804,1,GOLD,880
2536,15578809,0,SILVER,741
2537,15752026,0,PLATINUM,974
2538,15723706,1,DIAMOND,574
2539,15752838,1,PLATINUM,500
2540,15569571,1,PLATINUM,400
2541,15769703,0,SILVER,448
2542,15679770,0,PLATINUM,755
2543,15791102,1,DIAMOND,793
2544,15655192,0,SILVER,888
2545,15709487,0,GOLD,872
2546,15687130,1,PLATINUM,929
2547,15755178,1,SILVER,967
2548,15634772,0,PLATINUM,686
2549,15617197,1,SILVER,292
2550,15631240,1,PLATINUM,608
2551,15784301,1,SILVER,377
2552,15631310,1,PLATINUM,238
2553,15756560,1,PLATINUM,381
2554,15732270,1,GOLD,869
2555,15739357,0,SILVER,774
2556,15771540,1,DIAMOND,416
2557,15567486,1,DIAMOND,311
2558,15714634,1,DIAMOND,265
2559,15727021,1,GOLD,515
2560,15650670,1,SILVER,975
2561,15711834,0,GOLD,963
2562,15729763,1,GOLD,601
2563,15646566,0,PLATINUM,871
2564,15645463,1,DIAMOND,557
2565,15672144,1,SILVER,403
2566,15596088,0,PLATINUM,726
2567,15614878,1,SILVER,988
2568,15635240,0,PLATINUM,425
2569,15775905,1,PLATINUM,705
2570,15700657,1,DIAMOND,413
2571,15611905,1,SILVER,640
2572,15652527,0,GOLD,973
2573,15785865,1,DIAMOND,949
2574,15645942,1,GOLD,490
2575,15688691,0,GOLD,843
2576,15592736,1,DIAMOND,289
2577,15673529,1,DIAMOND,420
2578,15724145,1,PLATINUM,564
2579,15704629,0,SILVER,519
2580,15597896,1,DIAMOND,342
2581,15731790,1,DIAMOND,322
2582,15634719,1,DIAMOND,349
2583,15703205,1,SILVER,605
2584,15567333,1,SILVER,754
2585,15754537,0,SILVER,724
2586,15612030,1,GOLD,664
2587,15573242,1,PLATINUM,469
2588,15601892,0,PLATINUM,983
2589,15663885,1,SILVER,485
2590,15701096,1,DIAMOND,830
2591,15710450,1,GOLD,295
2592,15790846,1,PLATINUM,808
2593,15658956,1,DIAMOND,910
2594,15755223,0,SILVER,357
2595,15787318,1,SILVER,367
2596,15737310,1,GOLD,957
2597,15763665,0,GOLD,502
2598,15668818,1,PLATINUM,482
2599,15765812,1,DIAMOND,660
2600,15704844,0,GOLD,679
2601,15744582,1,SILVER,434
2602,15616700,1,PLATINUM,292
2603,15683521,1,GOLD,689
2604,15583049,0,GOLD,806
2605,15643752,1,SILVER,906
2606,15620398,1,SILVER,558
2607,15715707,1,DIAMOND,343
2608,15814209,1,DIAMOND,400
2609,15733768,1,SILVER,324
2610,15755242,1,DIAMOND,257
2611,15729412,1,PLATINUM,459
2612,15746564,1,GOLD,509
2613,15588446,0,SILVER,806
2614,15665221,0,DIAMOND,716
2615,15640846,1,SILVER,369
2616,15700209,1,GOLD,575
2617,15658360,0,SILVER,504
2618,15602735,0,DIAMOND,489
2619,15724834,0,GOLD,371
2620,15800062,0,PLATINUM,240
2621,15685300,1,DIAMOND,733
2622,15760102,1,PLATINUM,960
2623,15787026,1,SILVER,606
2624,15653696,0,PLATINUM,772
2625,15788946,0,PLATINUM,851
2626,15600724,1,GOLD,886
2627,15574324,0,DIAMOND,893
2628,15707144,1,DIAMOND,624
2629,15775891,1,GOLD,674
2630,15711789,0,SILVER,651
2631,15600879,1,DIAMOND,530
2632,15681196,1,GOLD,230
2633,15716000,1,DIAMOND,674
2634,15766776,1,DIAMOND,999
2635,15680278,1,PLATINUM,828
2636,15688637,1,PLATINUM,900
2637,15591179,1,GOLD,786
2638,15677435,1,GOLD,621
2639,15698619,1,DIAMOND,931
2640,15581036,1,GOLD,778
2641,15622117,1,SILVER,617
2642,15599301,0,DIAMOND,659
2643,15581548,1,SILVER,430
2644,15586870,1,GOLD,262
2645,15735263,0,SILVER,562
2646,15765322,1,DIAMOND,453
2647,15582944,1,DIAMOND,426
2648,15687162,0,GOLD,933
2649,15644962,1,PLATINUM,923
2650,15612615,1,PLATINUM,850
2651,15813439,1,SILVER,492
2652,15604544,0,SILVER,563
2653,15761348,1,PLATINUM,657
2654,15785078,1,GOLD,805
2655,15759874,1,PLATINUM,955
2656,15643658,1,GOLD,325
2657,15713267,0,SILVER,945
2658,15737782,1,SILVER,512
2659,15815490,0,SILVER,955
2660,15679410,1,GOLD,726
2661,15756241,1,GOLD,777
2662,15688409,1,SILVER,489
2663,15742272,0,SILVER,915
2664,15717898,0,SILVER,406
2665,15769582,1,GOLD,1000
2666,15635660,1,GOLD,763
2667,15576723,1,DIAMOND,741
2668,15591577,1,GOLD,292
2669,15582325,1,SILVER,771
2670,15693947,1,PLATINUM,596
2671,15760446,0,GOLD,753
2672,15611105,0,PLATINUM,695
2673,15630920,0,DIAMOND,518
2674,15574910,1,DIAMOND,666
2675,15756472,1,DIAMOND,399
2676,15682890,1,PLATINUM,603
2677,15641994,1,DIAMOND,784
2678,15733297,1,SILVER,289
2679,15767793,1,SILVER,380
2680,15725698,1,PLATINUM,275
2681,15813532,1,SILVER,269
2682,15576760,0,GOLD,328
2683,15732102,1,GOLD,839
2684,15739046,0,PLATINUM,930
2685,15631927,0,PLATINUM,626
2686,15672115,1,DIAMOND,421
2687,15618765,0,DIAMOND,478
2688,15679148,0,GOLD,654
2689,15728474,1,DIAMOND,801
2690,15636999,0,DIAMOND,258
2691,15754261,1,GOLD,365
2692,15629150,1,DIAMOND,420
2693,15736274,0,SILVER,341
2694,15627697,0,GOLD,892
2695,15721585,0,PLATINUM,354
2696,15639946,1,SILVER,699
2697,15792176,1,DIAMOND,970
2698,15699450,1,PLATINUM,501
2699,15729954,1,PLATINUM,471
2700,15600103,1,DIAMOND,769
2701,15786200,1,PLATINUM,363
2702,15797010,1,DIAMOND,993
2703,15670172,0,GOLD,623
2704,15627352,1,PLATINUM,997
2705,15622494,0,PLATINUM,538
2706,15585835,1,PLATINUM,985
2707,15595071,1,PLATINUM,873
2708,15628203,0,PLATINUM,361
2709,15667190,1,DIAMOND,374
2710,15780212,0,GOLD,232
2711,15766869,1,GOLD,725
2712,15775741,1,GOLD,397
2713,15628170,1,SILVER,504
2714,15701318,0,PLATINUM,595
2715,15710928,1,GOLD,940
2716,15682547,0,DIAMOND,591
2717,15631170,1,PLATINUM,364
2718,15648702,1,GOLD,237
2719,15783444,0,SILVER,444
2720,15809178,1,PLATINUM,812
2721,15806688,0,DIAMOND,873
2722,15576824,1,DIAMOND,785
2723,15675422,1,SILVER,629
2724,15681550,1,SILVER,698
2725,15812628,1,GOLD,364
2726,15597951,1,PLATINUM,904
2727,15807045,0,PLATINUM,287
2728,15581748,1,GOLD,898
2729,15770420,1,SILVER,887
2730,15608230,1,SILVER,474
2731,15730339,0,GOLD,317
2732,15712584,1,DIAMOND,241
2733,15592816,1,PLATINUM,223
2734,15641480,1,PLATINUM,607
2735,15708505,0,GOLD,513
2736,15791131,1,DIAMOND,911
2737,15618225,1,SILVER,612
2738,15644724,0,GOLD,437
2739,15662098,0,DIAMOND,676
2740,15723894,0,SILVER,622
2741,15787699,1,DIAMOND,981
2742,15687738,1,DIAMOND,272
2743,15576126,1,PLATINUM,880
2744,15658889,1,DIAMOND,919
2745,15667046,1,PLATINUM,582
2746,15669957,1,DIAMOND,691
2747,15655794,1,PLATINUM,675
2748,15599829,1,PLATINUM,723
2749,15753332,1,GOLD,382
2750,15671124,1,DIAMOND,648
2751,15767474,1,SILVER,259
2752,15720671,1,PLATINUM,361
2753,15626787,0,GOLD,921
2754,15774491,0,SILVER,921
2755,15579647,1,SILVER,262
2756,15625522,0,GOLD,676
2757,15765806,1,SILVER,251
2758,15566708,1,DIAMOND,482
2759,15668347,0,DIAMOND,813
2760,15575214,1,SILVER,981
2761,15591123,1,GOLD,888
2762,15573280,1,GOLD,561
2763,15589018,1,GOLD,802
2764,15654495,1,DIAMOND,870
2765,15597265,0,GOLD,780
2766,15733876,1,SILVER,472
2767,15677217,1,SILVER,554
2768,15747265,1,GOLD,508
2769,15713379,1,GOLD,829
2770,15730433,1,PLATINUM,951
2771,15693347,1,DIAMOND,862
2772,15715465,1,DIAMOND,264
2773,15680736,1,PLATINUM,374
2774,15610765,0,DIAMOND,839
2775,15650034,1,PLATINUM,434
2776,15782468,1,PLATINUM,974
2777,15685109,0,PLATINUM,680
2778,15776233,1,DIAMOND,538
2779,15761141,1,GOLD,750
2780,15781702,0,GOLD,260
2781,15790235,1,GOLD,998
2782,15641416,1,GOLD,507
2783,15775234,0,GOLD,239
2784,15659475,0,SILVER,438
2785,15642202,0,GOLD,798
2786,15771417,0,SILVER,320
2787,15585100,1,DIAMOND,946
2788,15700487,1,GOLD,719
2789,15726589,1,GOLD,361
2790,15747503,1,DIAMOND,295
2791,15595883,1,DIAMOND,572
2792,15663826,1,DIAMOND,955
2793,15742820,0,GOLD,921
2794,15624793,1,SILVER,971
2795,15597930,0,SILVER,374
2796,15665110,0,DIAMOND,509
2797,15770719,1,SILVER,221
2798,15731327,0,SILVER,917
2799,15576044,1,PLATINUM,588
2800,15775662,1,SILVER,224
2801,15646817,1,PLATINUM,401
2802,15596060,1,SILVER,404
2803,15723299,1,PLATINUM,616
2804,15636982,1,SILVER,475
2805,15751175,1,DIAMOND,708
2806,15618936,1,PLATINUM,320
2807,15787529,1,GOLD,354
2808,15780128,1,PLATINUM,357
2809,15615991,1,SILVER,911
2810,15757001,1,SILVER,994
2811,15595388,1,DIAMOND,757
2812,15699550,1,GOLD,774
2813,15581620,1,SILVER,793
2814,15600934,1,PLATINUM,747
2815,15738672,1,SILVER,449
2816,15721307,1,GOLD,468
2817,15619280,1,PLATINUM,637
2818,15768244,1,GOLD,495
2819,15806837,1,PLATINUM,968
2820,15643496,1,PLATINUM,402
2821,15813916,1,GOLD,588
2822,15626385,1,PLATINUM,830
2823,15603582,1,PLATINUM,824
2824,15764351,0,DIAMOND,442
2825,15667938,1,GOLD,859
2826,15576360,1,SILVER,851
2827,15628813,1,SILVER,299
2828,15584190,0,GOLD,348
2829,15716449,0,GOLD,399
2830,15759913,1,PLATINUM,550
2831,15701555,0,GOLD,899
2832,15758482,0,GOLD,479
2833,15758171,1,SILVER,249
2834,15680346,1,PLATINUM,221
2835,15649124,0,GOLD,531
2836,15812917,1,DIAMOND,262
2837,15768455,1,SILVER,797
2838,15703059,0,DIAMOND,411
2839,15646196,0,DIAMOND,419
2840,15585451,1,PLATINUM,259
2841,15714057,1,GOLD,345
2842,15748473,1,PLATINUM,940
2843,15785782,1,SILVER,497
2844,15693233,1,PLATINUM,671
2845,15757521,0,GOLD,331
2846,15812513,1,SILVER,376
2847,15674950,1,PLATINUM,581
2848,15678572,1,DIAMOND,220
2849,15713608,1,GOLD,914
2850,15579262,0,PLATINUM,1000
2851,15610426,0,DIAMOND,225
2852,15776454,1,PLATINUM,709
2853,15771483,1,DIAMOND,717
2854,15648489,1,SILVER,726
2855,15646609,0,GOLD,848
2856,15693203,1,GOLD,857
2857,15813067,1,GOLD,946
2858,15769829,0,GOLD,253
2859,15662434,0,DIAMOND,624
2860,15773503,1,DIAMOND,921
2861,15705890,1,GOLD,710
2862,15711398,1,DIAMOND,476
2863,15752375,0,PLATINUM,256
2864,15659175,1,DIAMOND,690
2865,15597033,1,DIAMOND,682
2866,15590228,1,GOLD,995
2867,15631848,1,PLATINUM,253
2868,15654211,0,DIAMOND,658
2869,15707968,1,PLATINUM,472
2870,15594084,1,SILVER,992
2871,15651093,0,GOLD,709
